Alle Ereignislogmeldungen.
Datum:	2015-05-19 11:07:03
Systemname:	140-102896-2
Name der Steuerung:	192.168.1.2
Steuerungs-ID	140-102896

RobotWare:	5.61.2008
Key:	Pq4444ku65W-4444456a4iW4x#NdR58YwKVvA
Optionen:	
	RW Control module key
	RobotWare OS and English
	644-2 German
	709-x DeviceNet
		709-1 DeviceNet m/s
		840-2 PROFIBUS Fieldbus Adapter
		608-1 World Zones
		611-1 Path Recovery
		616-1 PC Interface
		617-1 FlexPendant Interface
		623-1 Multitasking

DriveModule1
Key:	jw2gFKxwee5
Optionen:	
	RW Drive module 1 key
	ABB standard manipulator
		IRB 140
			140T-6/0.8
			Drive System 09 120/140/1400/260
				No additional drive



Allgemeine Logmeldungen
SeqNr     	Typ 	Kategorie           	Fehlernummer	Bezeichnung                             	Datum               	Beschreibung	Argumente
7178      	I   	Betriebszustand     	10126   	Programm gestoppt                       	2015-05-18 10:55:24 	Die Task T_ROB1 wurde angehalten. Ursache: Ein Fehler ist aufgetreten.	{args: "1", "T_ROB1"}
7179      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-18 10:55:30 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7180      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-18 10:56:34 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7181      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-18 10:56:35 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7182      	I   	Betriebszustand     	10021   	Rücksetzen Abarbeitungsfehler           	2015-05-18 10:56:37 	Die Programmabarbeitung in Task T_ROB1 führte zu einem plötzlichen Fehler. 	{args: "1", "T_ROB1"}
7183      	I   	Betriebszustand     	10052   	Wiederanfahren gestartet                	2015-05-18 10:56:37 	Eine Wiederanfahrbewegung wurde gestartet.	{args: "0"}
7184      	I   	Betriebszustand     	10053   	Wiederanfahren fertig                   	2015-05-18 10:56:37 	Die Bewegung wurde wieder aufgenommen.	{args: "0"}
7185      	I   	Betriebszustand     	10156   	Programm neu gestartet                  	2015-05-18 10:56:37 	Abarbeitung der Task T_ROB1 wurde an der Stelle neu gestartet, an der sie zuvor gestoppt wurde. Urheber ist ein externer Client.	{args: "1", "T_ROB1"}
7186      	W   	Programm            	40165   	Referenzfehler                          	2015-05-18 10:56:37 	Task T_ROB1: Verweis auf unbekanntes ganzes Datenobjekt tGripperSpacer_Blech.	{args: "T_ROB1", "tGripperSpacer_Blech"}
7187      	E   	Programm            	40165   	Referenzfehler                          	2015-05-18 10:56:37 	Task T_ROB1: Verweis auf unbekanntes ganzes Datenobjekt tGripperSpacer_Blech.	{args: "T_ROB1", "tGripperSpacer_Blech"}
7188      	E   	Programm            	40228   	Abarbeitungsfehler                      	2015-05-18 10:56:37 	Abarbeitung der Task T_ROB1 wurde wegen eines Laufzeitfehlers 40165 gestoppt. 	{args: "T_ROB1", "40165"}
7189      	I   	Betriebszustand     	10020   	Status Abarbeitungsfehler               	2015-05-18 10:56:37 	Die Programmabarbeitung in Task T_ROB1 wurde wegen eines plötzlichen Fehlers gestoppt.	{args: "1", "T_ROB1"}
7190      	I   	Betriebszustand     	10126   	Programm gestoppt                       	2015-05-18 10:56:37 	Die Task T_ROB1 wurde angehalten. Ursache: Ein Fehler ist aufgetreten.	{args: "1", "T_ROB1"}
7191      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-18 10:56:49 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7192      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-18 11:06:50 	Der Programmzeiger von Task T_ROB1 wurde zurückgesetzt.	{args: "1", "0", "T_ROB1"}
7193      	I   	Betriebszustand     	10021   	Rücksetzen Abarbeitungsfehler           	2015-05-18 11:07:00 	Die Programmabarbeitung in Task T_ROB1 führte zu einem plötzlichen Fehler. 	{args: "1", "T_ROB1"}
7194      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-18 11:07:04 	Der Programmzeiger von Task T_ROB1 wurde zurückgesetzt.	{args: "1", "0", "T_ROB1"}
7195      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-18 11:07:16 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7196      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-18 11:07:17 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7197      	I   	Betriebszustand     	10052   	Wiederanfahren gestartet                	2015-05-18 11:07:19 	Eine Wiederanfahrbewegung wurde gestartet.	{args: "0"}
7198      	I   	Betriebszustand     	10053   	Wiederanfahren fertig                   	2015-05-18 11:07:19 	Die Bewegung wurde wieder aufgenommen.	{args: "0"}
7199      	I   	Betriebszustand     	10151   	Programm gestartet.                     	2015-05-18 11:07:19 	Abarbeitung der Task T_ROB1 wurde mit der ersten Instruktion in der Einstiegsroutine der Task begonnen. Urheber ist ein externer Client.	{args: "1", "T_ROB1"}
7200      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-18 11:07:39 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7201      	I   	Betriebszustand     	10125   	Programm gestoppt                       	2015-05-18 11:07:39 	Die Task T_ROB1 wurde angehalten. Ursache: Ein externer oder interner Stopp.	{args: "1", "T_ROB1"}
7202      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-18 11:07:42 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7203      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-18 11:07:43 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7204      	I   	Betriebszustand     	10052   	Wiederanfahren gestartet                	2015-05-18 11:07:53 	Eine Wiederanfahrbewegung wurde gestartet.	{args: "0"}
7205      	I   	Betriebszustand     	10053   	Wiederanfahren fertig                   	2015-05-18 11:07:53 	Die Bewegung wurde wieder aufgenommen.	{args: "0"}
7206      	I   	Betriebszustand     	10156   	Programm neu gestartet                  	2015-05-18 11:07:53 	Abarbeitung der Task T_ROB1 wurde an der Stelle neu gestartet, an der sie zuvor gestoppt wurde. Urheber ist ein externer Client.	{args: "1", "T_ROB1"}
7207      	I   	Betriebszustand     	10125   	Programm gestoppt                       	2015-05-18 11:09:20 	Die Task T_ROB1 wurde angehalten. Ursache: Ein externer oder interner Stopp.	{args: "1", "T_ROB1"}
7208      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-18 11:09:23 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7209      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-18 11:09:35 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7210      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-18 11:09:36 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7211      	I   	Betriebszustand     	10052   	Wiederanfahren gestartet                	2015-05-18 11:09:51 	Eine Wiederanfahrbewegung wurde gestartet.	{args: "0"}
7212      	I   	Betriebszustand     	10053   	Wiederanfahren fertig                   	2015-05-18 11:09:51 	Die Bewegung wurde wieder aufgenommen.	{args: "0"}
7213      	I   	Betriebszustand     	10156   	Programm neu gestartet                  	2015-05-18 11:09:51 	Abarbeitung der Task T_ROB1 wurde an der Stelle neu gestartet, an der sie zuvor gestoppt wurde. Urheber ist ein externer Client.	{args: "1", "T_ROB1"}
7214      	I   	Betriebszustand     	10125   	Programm gestoppt                       	2015-05-18 11:09:57 	Die Task T_ROB1 wurde angehalten. Ursache: Ein externer oder interner Stopp.	{args: "1", "T_ROB1"}
7215      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-18 11:09:57 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7216      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-18 11:09:59 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7217      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-18 11:09:59 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7218      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-18 11:10:02 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7219      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-18 11:11:53 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7220      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-18 11:11:54 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7221      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-18 11:12:03 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7222      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-18 11:12:06 	Der Programmzeiger von Task T_ROB1 wurde zurückgesetzt.	{args: "1", "0", "T_ROB1"}
7223      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-18 11:12:48 	Der Programmzeiger von Task T_ROB1 wurde zurückgesetzt.	{args: "1", "0", "T_ROB1"}
7224      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-18 11:12:51 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7225      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-18 11:12:52 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7226      	I   	Betriebszustand     	10052   	Wiederanfahren gestartet                	2015-05-18 11:12:57 	Eine Wiederanfahrbewegung wurde gestartet.	{args: "0"}
7227      	I   	Betriebszustand     	10053   	Wiederanfahren fertig                   	2015-05-18 11:12:57 	Die Bewegung wurde wieder aufgenommen.	{args: "0"}
7228      	I   	Betriebszustand     	10151   	Programm gestartet.                     	2015-05-18 11:12:57 	Abarbeitung der Task T_ROB1 wurde mit der ersten Instruktion in der Einstiegsroutine der Task begonnen. Urheber ist ein externer Client.	{args: "1", "T_ROB1"}
7229      	I   	Betriebszustand     	10125   	Programm gestoppt                       	2015-05-18 11:14:05 	Die Task T_ROB1 wurde angehalten. Ursache: Ein externer oder interner Stopp.	{args: "1", "T_ROB1"}
7230      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-18 11:14:40 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7231      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-18 11:15:51 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7232      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-18 11:15:52 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7233      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-18 11:15:59 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7234      	I   	Betriebszustand     	10250   	Restore-Schritt fertig                  	2015-05-18 11:19:32 	Der Restore-Schritt 'Vorbereitung' ist fertig.	{args: "0"}
7235      	I   	Betriebszustand     	10251   	Restore-Schritt fertig                  	2015-05-18 11:19:34 	Der Restore-Schritt 'Konfiguration' ist fertig.	{args: "1"}
7236      	I   	Betriebszustand     	10252   	Restore-Schritt fertig                  	2015-05-18 11:19:34 	Restore der Task ist fertig.	{args: "2"}
7237      	I   	Betriebszustand     	10045   	System neu gestartet                    	2015-05-18 11:20:00 	Ein bereits installiertes System wurde neu gestartet.	{args: }
7238      	W   	E/A und Kommunikation	71405   	Doppelte E/A-Einheitenzuordnung         	2015-05-18 11:20:04 	Das E/A-Signal <diSignal16> besitzt dieselbe Einheitenzuordnung wie das E/A-Signal <diSignal6>. 	{args: "diSignal16", "diSignal6"}
7239      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-18 11:20:26 	Der Programmzeiger von Task T_ROB1 wurde zurückgesetzt.	{args: "1", "0", "T_ROB1"}
7240      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-18 11:20:26 	Der Programmzeiger von Task PvCom wurde zurückgesetzt.	{args: "2", "0", "PvCom"}
7241      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-18 11:20:26 	Der Programmzeiger von Task EntryControl wurde zurückgesetzt.	{args: "3", "0", "EntryControl"}
7242      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-18 11:20:26 	Der Programmzeiger von Task EntryControlLamp wurde zurückgesetzt.	{args: "4", "0", "EntryControlLamp"}
7243      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-18 11:20:26 	Der Programmzeiger von Task MachineSignals wurde zurückgesetzt.	{args: "5", "0", "MachineSignals"}
7244      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-18 11:20:26 	Der Programmzeiger von Task AF wurde zurückgesetzt.	{args: "6", "0", "AF"}
7245      	I   	Betriebszustand     	10253   	Restore-Schritt fertig                  	2015-05-18 11:20:32 	Restore der Anwender-Task ist fertig.	{args: "3"}
7246      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-18 11:20:33 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7247      	I   	Betriebszustand     	10015   	Einrichtbetrieb gewählt                 	2015-05-18 11:20:33 	Das System befindet sich im Einrichtbetrieb.	{args: }
7248      	I   	Betriebszustand     	10150   	Programm gestartet                      	2015-05-18 11:20:33 	Abarbeitung der Task T_ROB1 wurde mit der ersten Instruktion in der Einstiegsroutine der Task begonnen. Kein Urheber gefunden.	{args: "1", "T_ROB1"}
7249      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-18 11:20:33 	Der Programmzeiger von Task T_ROB1 wurde zurückgesetzt.	{args: "1", "0", "T_ROB1"}
7250      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-18 11:20:33 	Der Programmzeiger von Task T_ROB1 wurde zurückgesetzt.	{args: "1", "0", "T_ROB1"}
7251      	I   	Betriebszustand     	10129   	Programm gestoppt                       	2015-05-18 11:20:33 	Die Task T_ROB1 wurde angehalten. Ursache: Ereignisroutine für RESET oder POWER_ON ist fertig.	{args: "1", "T_ROB1"}
7252      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-18 11:24:22 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7253      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-18 11:24:23 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
